image,caption,lengths,new_caption
2978409165_acc4f29a40.jpg,A man in a blue bodysuit surfing .,8,man in blue bodysuit surfing .
2978735290_7464b12270.jpg,a boy jumps on another boy .,7,boy jumps on another boy .
2978810122_183e60ff2d.jpg,A man surfing a wave .,6,man surfing wave .
2979914158_5906470b8f.jpg,child on a swing in motion,6,child on swing in motion .
2980118787_2099de53ec.jpg,a lone bicyclist jumping over a hill .,8,lone bicyclist jumping over hill .
2980348138_91cc6f6d0f.jpg,A rock climber climbs .,5,rock climber climbs .
2980445969_a86f4e6a0e.jpg,A dog jumps through a hoop .,7,dog jumps through hoop .
2981372647_2061278c60.jpg,Three dogs are playing .,5,three dogs are playing .
2981702521_2459f2c1c4.jpg,several people waiting to get on a train,8,several people waiting to get on train .
2982881046_45765ced2c.jpg,A person jumping with a bicycle over a ramp,9,person jumping with bicycle over ramp .
2982928615_06db40f4cd.jpg,Brown dog leaps through field .,6,brown dog leaps through field .
2983555530_a89f1f5ed7.jpg,Football players playing in mud .,6,football players playing in mud .
2984174290_a915748d77.jpg,a surfer rides up the wave .,7,surfer rides up the wave .
2984704498_29b53df5df.jpg,a woman holds a camera .,6,woman holds camera .
2985439112_8a3b77d5c9.jpg,Two men doing some jumps outside .,7,two men doing some jumps outside .
2985679744_75a7102aab.jpg,A bearded man on a train,6,bearded man on train .
2986280913_13fb2d472e.jpg,A child and small dog running .,7,child and small dog running .
2986620935_e97763983d.jpg,two riders jumping on dirt bikes,6,two riders jumping on dirt bikes .
2986671935_0c60bbb3fa.jpg,A group of bicyclists racing .,6,group of bicyclists racing .
2986716822_e220754d32.jpg,A dog holds a large stick in its mouth .,10,dog holds large stick in its mouth .
2987096101_a41896187a.jpg,"A woman stands next to a big , green hill .",11,"woman stands next to big , green hill ."
2987121689_f9de6c479b.jpg,Two soccer players are going after the ball .,9,two soccer players are going after the ball .
2987195421_e830c59fb6.jpg,A baseball player argues with the catcher .,8,baseball player argues with the catcher .
2987328689_96a2d814f1.jpg,A boy in a creek throwing a rock .,9,boy in creek throwing rock .
2987576188_f82304f394.jpg,Students are going to class at a university,8,students are going to class at university .
2987775031_3f9ac69319.jpg,A clown with a big hat riding a bicycle .,10,clown with big hat riding bicycle .
2988244398_5da7012fce.jpg,A child sliding down a orange slide,7,child sliding down orange slide .
2988439935_7cea05bc48.jpg,A man in a red uniform plays in a soccer game .,12,man in red uniform plays in soccer game .
298920219_9a3f80acc5.jpg,White duck with red face swimming,6,white duck with red face swimming .
2990471798_73c50c76fb.jpg,A child holds its arm up and laughs .,9,child holds its arm up and laughs .
2990563425_2f7246f458.jpg,A dirt biker on a sand dune .,8,dirt biker on sand dune .
2990977776_1ec51c9281.jpg,A boy skateboarding .,4,boy skateboarding .
2991375936_bf4b0a7dc0.jpg,a girl looks at a woman 's face .,9,girl looks at woman 's face .
2991575785_bd4868e215.jpg,A woman kicks at a man .,7,woman kicks at man .
2991771557_d98fa0a69f.jpg,A snowboarder is beginning his run .,7,snowboarder is beginning his run .
299178969_5ca1de8e40.jpg,A boy in blue in trees .,7,boy in blue in trees .
299181827_8dc714101b.jpg,Two people are on a treated lawn playing with water .,11,two people are on treated lawn playing with water .
2991993027_36ac04e9a0.jpg,A group of people dressed as zombies .,8,group of people dressed as zombies .
2991994415_504d1c0a03.jpg,two girls dress up for halloween .,7,two girls dress up for halloween .
2991994607_06f24ec7a6.jpg,People at a costume party .,6,people at costume party .
2992614450_b5a6692239.jpg,A dirt bike in midair,5,dirt bike in midair .
2992658871_ac786d37a6.jpg,Rollerblades sliding on a railing .,6,rollerblades sliding on railing .
2992808092_5f677085b7.jpg,Two boys fight for the ball .,7,two boys fight for the ball .
2992999413_018f48aabc.jpg,A religious sect gathered together .,6,religious sect gathered together .
2993049054_611f900644.jpg,A person wearing a mask .,6,person wearing mask .
2993167183_2bda95fa3d.jpg,A Miami basketball player .,5,miami basketball player .
2993167197_e5d0a73530.jpg,Basketball player holding the ball .,6,basketball player holding the ball .
2993388841_6746140656.jpg,Two teams compete in a basketball game .,8,two teams compete in basketball game .
2994104606_bc2df6c1f4.jpg,A white ad brown dog is running on grass,9,white ad brown dog is running on grass .
2994107810_af56326389.jpg,two men play basketball .,5,two men play basketball .
2994179598_a45c2732b5.jpg,a man wears a orange jersey .,7,man wears orange jersey .
2994205788_f8b3f2e840.jpg,A man lays against a wall near train tracks .,10,man lays against wall near train tracks .
2995461857_dd26188dcf.jpg,An animal runs in the middle of a road .,10,an animal runs in the middle of road .
299572828_4b38b80d16.jpg,A closeup of a man that is rock climbing .,10,closeup of man that is rock climbing .
2995935078_beedfe463a.jpg,A baseball player swinging a bat,6,baseball player swinging bat .
299612419_b55fe32fea.jpg,Three guys sitting on rocks looking at the scenery .,10,three guys sitting on rocks looking at the scenery .
299676757_571ee47280.jpg,Woman in long skirt in a town square .,9,woman in long skirt in town square .
2998024845_1529c11694.jpg,The biker is wearing a helmet .,7,the biker is wearing helmet .
2998185688_8d33e4ce38.jpg,Men ride on horses while carrying flags .,8,men ride on horses while carrying flags .
2998277360_9b4c0192f1.jpg,Elderly woman in yellow parka pan handling,7,elderly woman in yellow parka pan handling .
2998504949_1022fec53b.jpg,An old man walking a ferrett through the street on a leash .,13,an old man walking ferrett through the street on leash .
2998861375_02817e0147.jpg,Military personnel shoot rifles .,5,military personnel shoot rifles .
2998945968_86f236d1e8.jpg,people carry their bikes up the hill .,8,people carry their bikes up the hill .
2999162229_80d17099b6.jpg,A girl in orange lights a candle .,8,girl in orange lights candle .
2999638340_75bc8b165d.jpg,A brown dog is laying on snow .,8,brown dog is laying on snow .
2999730677_0cfa1c146e.jpg,Two puppies are playing in the leaves .,8,two puppies are playing in the leaves .
2999735171_87ca43c225.jpg,People talk near stereo equipment outdoors .,7,people talk near stereo equipment outdoors .
3000428313_8a1e65e20e.jpg,Two kids in blue wetsuits surf .,7,two kids in blue wetsuits surf .
3000722396_1ae2e976c2.jpg,Black and white dog carrying a red ball .,9,black and white dog carrying red ball .
300148649_72f7f0399c.jpg,A man plays an accordion .,6,man plays an accordion .
3001612175_53567ffb58.jpg,One woman is sitting on steps another woman is coming down them .,13,one woman is sitting on steps another woman is coming down them .
300222673_573fd4044b.jpg,The man is playing guitar and sitting with a cat .,11,the man is playing guitar and sitting with cat .
3002448718_a478c64fb4.jpg,A group of women with black shirts .,8,group of women with black shirts .
300274198_eefd8e057e.jpg,A dog is licking its lips while sitting beside two feeding tray .,13,dog is licking its lips while sitting beside two feeding tray .
3002920707_5d2e6e6aac.jpg,A boy and a girl dancing .,7,boy and girl dancing .
3003011417_79b49ff384.jpg,Children paddle on a craft .,6,children paddle on craft .
300314926_0b2e4b64f5.jpg,A wakeboarder leaps in the air .,7,wakeboarder leaps in the air .
3003612178_8230d65833.jpg,A woman waving at the camera and smiling .,9,woman waving at the camera and smiling .
3003691049_f4363c2d5c.jpg,A girl playing with a dog near a police car .,11,girl playing with dog near police car .
300371487_daec5d11ab.jpg,A dog chasing a pink ball .,7,dog chasing pink ball .
3004287781_c041c09c16.jpg,Several young people celebrate by clapping and cheering .,9,several young people celebrate by clapping and cheering .
3004290523_d1319dfdb4.jpg,A man makes a video while another watches .,9,man makes video while another watches .
3004291093_35d6fd8548.jpg,A man with black hair and blonde tips talks on his cellphone,12,man with black hair and blonde tips talks on his cellphone .
3004291289_c4892898ae.jpg,Woman in Obama t-shirt smiling .,6,woman in obama t-shirt smiling .
3004359992_f6b3617706.jpg,Five girls cheerleading .,4,five girls cheerleading .
3004823335_9b82cbd8a7.jpg,A black and white dog looking up .,8,black and white dog looking up .
300500054_56653bf217.jpg,Four guys playing soccer on the pavement .,8,four guys playing soccer on the pavement .
3005123298_d3017d5f5d.jpg,A man raises a campaign sign over his head .,10,man raises campaign sign over his head .
3005124440_c096b310fb.jpg,Three people with political signs .,6,three people with political signs .
3005126574_49c28ffbee.jpg,A man looks straight ahead at night .,8,man looks straight ahead at night .
300539993_eede2d6695.jpg,A dog chews on a stick .,7,dog chews on stick .
300550441_f44ec3701a.jpg,a woman walks on boards .,6,woman walks on boards .
300577374_bfccb0430b.jpg,People walk through a square .,6,people walk through square .
300577375_26cc2773a1.jpg,A man walks in the city .,7,man walks in the city .
3005872315_e6771763bd.jpg,a closeup of someone 's hands shooting a black gun,10,closeup of someone 's hands shooting black gun .
300594071_3450444752.jpg,A woman who cleans out port-a-potties rests .,8,woman who cleans out port--potties rests .
3006093003_c211737232.jpg,Yong man with cellphone and goatee holding Obama sign,9,yong man with cellphone and goatee holding obama sign .
3006094603_c5b32d2758.jpg,A young man touts an Obama t-shirt .,8,young man touts an obama t-shirt .
3006095077_1992b677f8.jpg,Two guys wearing jackets .,5,two guys wearing jackets .
3006217970_90b42e6b27.jpg,A race car drives along a track in the rain,10,race car drives along track in the rain .
3006926228_cf3c067b3e.jpg,man and woman cheering,4,man and woman cheering .
3007214949_a4b027f8a3.jpg,Children playing on a trampoline .,6,children playing on trampoline .
300765528_8c8f709dda.jpg,many brides line up on the street .,8,many brides line up on the street .
3008370541_ce29ce49f0.jpg,The dog is jumping into the lake .,8,the dog is jumping into the lake .
3009018821_ba47396e24.jpg,A woman sits and watches another woman play in the pool .,12,woman sits and watches another woman play in the pool .
3009035153_715e39b440.jpg,A boy in black is jumping .,7,boy in black is jumping .
3009047603_28612247d2.jpg,A boy in midair trying to kick a soccer ball,10,boy in midair trying to kick soccer ball .
300922408_05a4f9938c.jpg,Man and dog standing on the beach .,8,man and dog standing on the beach .
3009383694_e045c6169e.jpg,This man is bungee jumping .,6,this man is bungee jumping .
3009644534_992e9ea2a7.jpg,A dog carrying a white ball .,7,dog carrying white ball .
3012513414_86180c44cb.jpg,A man performs a ski jump in the snow .,10,man performs ski jump in the snow .
3013469764_30e84e9a0d.jpg,ATV rider spinning his wheels .,6,atv rider spinning his wheels .
3014015906_fdba461f36.jpg,Three boys in swimming trunks walk upstream .,8,three boys in swimming trunks walk upstream .
3014080715_f4f0dbb56e.jpg,A team of dogs pulling a sled .,8,team of dogs pulling sled .
3014169370_fc4059352e.jpg,A man standing between waterfalls .,6,man standing between waterfalls .
3014546644_d53db746ec.jpg,a dog jumps in the field .,7,dog jumps in the field .
3014773357_f66bd09290.jpg,Two white swans on the water .,7,two white swans on the water .
3014986976_0e7b858970.jpg,Many villages in Jeeps fill a rural roadway .,9,many villages in jeeps fill rural roadway .
3015368588_ef0a06076d.jpg,Two people playing baseball .,5,two people playing baseball .
3015863181_92ff43f4d8.jpg,People at the bowling alley .,6,people at the bowling alley .
3015891201_2c1a9e5cd7.jpg,two girls holding up a scary movie flyer,8,two girls holding up scary movie flyer .
3015898903_70bebb8903.jpg,A man and 2 women in dark clothing .,9,man and two women in dark clothing .
3016178284_ec50a09e8c.jpg,A cyclist riding a bicycle on a road .,9,cyclist riding bicycle on road .
3016200560_5bf8a70797.jpg,A white dog running over a bridge .,8,white dog running over bridge .
3016521240_2ef20834b6.jpg,Girls sit in costumes .,5,girls sit in costumes .
3016606751_0e8be20abd.jpg,A man steps off of a boulder .,8,man steps off of boulder .
3016651969_746bd36e68.jpg,People are pulling something out of a second story window,10,people are pulling something out of second story window .
3016708786_3591106cca.jpg,Teenagers are playing with a toy sword .,8,teenagers are playing with toy sword .
3016726158_4d15b83b06.jpg,Three smiling people in various costumes .,7,three smiling people in various costumes .
3016741474_72b4355198.jpg,A couple with an inflatable tiger .,7,couple with an inflatable tiger .
3016759846_062663f8ab.jpg,Two people dressed in costumes .,6,two people dressed in costumes .
3017203816_5dc2a6b392.jpg,A bloody man and woman pose for a picture .,10,bloody man and woman pose for picture .
3017220118_6a9212dfdb.jpg,a group of three people walking together .,8,group of three people walking together .
3017373346_3a34c3fe9d.jpg,Two dogs in the water .,6,two dogs in the water .
3017521547_f5ef8848e3.jpg,Two women playing field hockey .,6,two women playing field hockey .
